"folio","agu_bloq","ag_super","vo_super","vendsupr","ve_sup_e","ag_subte","vo_subte","vendsubt","ve_sub_e"
"14046","2","0","NA","0","","0","NA","0",""
"14047","2","0","NA","0","","0","NA","0",""
"14048","2","0","NA","0","","0","NA","0",""
"14049","2","0","NA","0","","0","NA","0",""
"14050","2","0","NA","0","","0","NA","0",""
"14051","1","2","NA","0","","1","9830","6",""
"14052","2","0","NA","0","","0","NA","0",""
"14053","1","2","NA","0","","1","NSS","6",""
"14054","2","0","NA","0","","0","NA","0",""
"14055","2","0","NA","0","","0","NA","0",""
"14056","2","0","NA","0","","0","NA","0",""
"14057","2","0","NA","0","","0","NA","0",""
"14058","2","0","NA","0","","0","NA","0",""
"14059","2","0","NA","0","","0","NA","0",""
"14060","2","0","NA","0","","0","NA","0",""
"14061","2","0","NA","0","","0","NA","0",""
"14062","2","0","NA","0","","2","NA","0",""
"14063","2","0","NA","0","","0","NA","0",""
"14064","2","0","NA","0","","0","NA","0",""
"14065","2","0","NA","0","","0","NA","0",""
"14066","2","0","NA","0","","0","NA","0",""
"14067","2","0","NA","0","","0","NA","0",""
"14068","2","0","NA","0","","0","NA","0",""
"14069","2","0","NA","0","","0","NA","0",""
"14070","2","0","NA","0","","0","NA","0",""
"14071","2","0","NA","0","","0","NA","0",""
"14072","2","0","NA","0","","0","NA","0",""
"14073","2","0","NA","0","","0","NA","0",""
"14074","2","0","NA","0","","0","NA","0",""
"14075","2","0","NA","0","","0","NA","0",""
"14076","2","0","NA","0","","0","NA","0",""
"14077","2","0","NA","0","","0","NA","0",""
"14078","2","0","NA","0","","0","NA","0",""
"14079","2","0","NA","0","","0","NA","0",""
"14080","2","0","NA","0","","0","NA","0",""
"14081","2","0","NA","0","","0","NA","0",""
"14082","2","0","NA","0","","0","NA","0",""
"14083","2","0","NA","1","","0","NA","0",""
"14084","2","0","NA","0","","0","NA","0",""
"14085","2","0","NA","0","","0","NA","0",""
"14086","1","2","NA","0","","1","13300","6",""
"14087","2","0","NA","0","","0","NA","0",""
"14088","2","0","NA","0","","0","NA","0",""
"14089","2","0","NA","0","","0","NA","0",""
"14090","2","0","NA","0","","0","NA","0",""
"14091","2","0","NA","0","","0","NA","0",""
"14092","2","0","NA","0","","0","NA","0",""
"14093","2","0","NA","0","","0","NA","0",""
"14094","2","0","NA","0","","0","NA","0",""
"14095","2","0","NA","0","","0","NA","0",""
"14096","2","0","NA","0","","0","NA","0",""
"14097","2","0","NA","0","","0","NA","0",""
"14098","2","0","NA","0","","0","NA","0",""
"14099","2","0","NA","0","","0","NA","0",""
"14100","2","0","NA","0","","0","NA","0",""
"14101","2","0","NA","0","","0","NA","0",""
"14102","2","0","NA","0","","0","NA","0",""
"14103","2","0","NA","0","","0","NA","0",""
"14104","2","0","NA","0","","0","NA","0",""
"14105","2","0","NA","0","","0","NA","0",""
"14106","2","0","NA","0","","0","NA","0",""
"14107","2","0","NA","0","","0","NA","0",""
"14108","2","0","NA","0","","0","NA","0",""
"14109","2","0","NA","0","","0","NA","0",""
"14110","2","0","NA","0","","0","NA","0",""
"14111","2","0","NA","0","","0","NA","0",""
"14112","2","0","NA","0","","0","NA","0",""
"14113","2","0","NA","0","","0","NA","0",""
"14114","2","0","NA","0","","0","NA","0",""
"14115","1","2","","0","","1","15240","6",""
"14116","2","0","NA","0","","0","NA","0",""
"14117","2","0","NA","0","","0","NA","0",""
"14118","2","0","NA","0","","0","NA","0",""
"14119","2","0","NA","0","","0","NA","0",""
"14120","2","0","NA","0","","0","NA","0",""
"14121","2","0","NA","0","","0","NA","0",""
"14122","2","0","NA","0","","0","NA","0",""
"14123","2","0","NA","0","","0","NA","0",""
"14124","2","0","NA","0","","0","NA","0",""
"14125","2","0","NA","0","","0","NA","0",""
"15001","2","0","NA","0","","0","NA","0",""
"15002","1","1","432000","3","","2","","0",""
"15003","2","0","NA","0","","0","NA","0",""
"15004","2","0","NA","0","","0","NA","0",""
"15005","2","0","NA","0","","0","NA","0",""
"15006","2","0","NA","0","","0","NA","0",""
"15007","2","0","NA","0","","0","NA","0",""
"15008","2","0","NA","0","","0","NA","0",""
"15009","1","1","7188437","3","","2","","0",""
"15010","2","0","NA","0","","0","NA","0",""
"15011","2","0","NA","0","","0","NA","0",""
"15012","2","0","NA","0","","0","NA","0",""
"15013","1","1","37180585","1","","1","823848","1",""
"15014","1","2","NA","0","","1","555224","3",""
"15015","1","2","","0","","1","1887094","3",""
"15016","2","0","NA","0","","0","NA","0",""
"15017","1","2","","0","","1","1088400","3",""
"15018","2","0","NA","0","","0","NA","0",""
"15019","2","0","NA","0","","0","NA","0",""
"15020","1","1","3120468","3","","2","","0",""
"15021","2","0","NA","0","","0","NA","0",""
"15022","1","2","","0","","1","15650","6",""
"15023","1","2","","0","","1","NSS","1",""
"15024","1","1","222035","3","","2","","0",""
"15025","2","0","NA","0","","0","NA","0",""
"15026","2","0","NA","0","","0","NA","0",""
"15027","2","0","NA","0","","0","NA","0",""
"15028","2","0","NA","0","","0","NA","0",""
"15029","2","0","NA","0","","0","NA","0",""
"15030","2","0","NA","0","","0","NA","0",""
"15031","2","0","NA","0","","0","NA","0",""
"15032","2","0","NA","0","","0","NA","0",""
"15033","1","1","49693275","3","","2","","0",""
"15034","2","0","NA","0","","0","NA","0",""
"15035","1","2","","0","","1","314729","3",""
"15036","1","2","","0","","1","1918335","3",""
"15037","1","1","24000000","1","","2","","0",""
"15038","2","0","NA","0","","0","NA","0",""
"15039","1","2","NA","0","","1","29952457","3",""
"15040","2","0","NA","0","","0","NA","0",""
"15041","2","0","NA","0","","0","NA","0",""
"15042","2","0","NA","0","","0","NA","0",""
"15043","2","0","NA","0","","0","NA","0",""
"15044","1","2","","0","","1","827337","1",""
"15045","1","2","NA","0","","1","90000","3",""
"15046","2","0","NA","0","","0","NA","0",""
"15047","2","0","NA","0","","0","NA","0",""
"15048","2","0","NA","0","","0","NA","0",""
"15049","1","1","17582","3","","1","57921","7","CAEM"
"15050","1","2","","0","","1","13000","1",""
"15051","1","2","NA","0","","1","264206","3",""
"15052","2","0","NA","0","","0","NA","0",""
"15053","2","2","","0","","0","NA","0",""
"15054","2","0","NA","0","","0","NA","0",""
"15055","2","0","NA","0","","0","NA","0",""
"15056","2","0","NA","0","","0","NA","0",""
"15057","1","1","49142623","3","","2","NA","0",""
"15058","1","1","7935502","1","","1","42482771","3",""
"15059","2","0","NA","0","","0","NA","0",""
"15060","1","1","4767758","3","","2","NA","0",""
"15061","2","0","NA","0","","2","NA","0",""
"15062","1","1","","3","","2","NA","0",""
"15063","2","0","NA","0","","0","NA","0",""
"15064","2","0","NA","0","","0","NA","0",""
"15065","1","2","NA","0","","1","1648314","3",""
"15066","2","0","NA","0","","0","NA","0",""
"15067","2","0","NA","0","","0","NA","0",""
"15068","1","1","7200","3","","1","120000","1",""
"15069","2","0","NA","0","","0","NA","0",""
"15070","2","0","NA","0","","0","NA","0",""
"15071","2","0","NA","0","","0","NA","0",""
"15072","2","0","NA","0","","0","NA","0",""
"15073","2","0","NA","0","","0","NA","0",""
"15074","1","2","NA","0","","1","601348","1",""
"15075","2","0","NA","0","","0","NA","0",""
"15076","1","1","","1","","1","NSS","1",""
"15077","2","0","NA","0","","0","NA","0",""
"15078","2","0","NA","0","","0","NA","0",""
"15079","2","0","NA","0","","0","NA","0",""
"15080","2","0","NA","0","","0","NA","0",""
"15081","1","1","463032","1","","1","463032","1",""
"15082","1","1","5277191","3","","2","NA","0",""
"15083","2","0","NA","0","","0","NA","0",""
"15084","2","0","NA","0","","0","NA","0",""
"15085","1","2","NA","0","","1","217235","3",""
"15086","1","1","65000","3","","2","NA","0",""
"15087","1","1","377251","3","","2","NA","0",""
"15088","2","0","NA","0","","0","NA","0",""
"15089","2","0","NA","0","","0","NA","0",""
"15090","2","0","NA","0","","0","NA","0",""
"15091","2","0","","0","","0","NA","0",""
"15092","2","0","NA","0","","0","NA","0",""
"15093","2","0","NA","0","","0","NA","0",""
"15094","1","1","450.834","3","","2","","0",""
"15095","1","0","NA","0","","1","370836","3",""
"15096","1","1","979101","3","","2","","0",""
"15097","2","0","NA","0","","0","NA","0",""
"15098","2","0","NA","0","","0","NA","0",""
"15099","2","0","NA","0","","0","NA","0",""
"15100","2","0","NA","0","","0","NA","0",""
"15101","2","0","NA","0","","0","NA","0",""
"15102","1","2","NA","0","","1","2400","1",""
"15103","1","1","105","3","","2","","0",""
"15104","1","1","21366374","1","","1","25014185","1",""
"15105","2","0","NA","0","","0","NA","0",""
"15106","1","1","20133770","1","","2","NA","0",""
"15107","2","0","NA","0","","0","NA","0",""
"15108","1","2","","0","","1","2204400","1",""
"15109","1","1","30400167","3","","2","","0",""
"15110","2","0","NA","0","","0","NA","0",""
"15111","2","0","NA","0","","0","NA","0",""
"15112","2","0","NA","0","","2","NA","0",""
"15113","2","0","NA","0","","0","NA","0",""
"15114","2","0","NA","0","","0","NA","0",""
"15115","2","0","NA","0","","0","NA","0",""
"15116","2","0","NA","0","","0","NA","0",""
"15117","2","0","NA","0","","0","NA","0",""
"15118","2","0","NA","0","","0","NA","0",""
"15119","1","2","NA","0","","1","104000","3",""
"15120","1","2","","0","","1","64800","3",""
"15121","1","1","21018762.1","3","","1","29104635.65","1",""
"15122","1","1","1034025","3","","1","165974","3",""
"15123","1","2","NA","0","","1","1150000","3",""
"15124","2","0","NA","0","","0","NA","0",""
"15125","2","0","NA","0","","0","NA","0",""
"16001","2","0","NA","0","","0","NA","0",""
"16002","2","0","NA","0","","0","NA","0",""
"16003","2","0","NA","0","","0","NA","0",""
"16004","2","0","NA","0","","0","NA","0",""
"16005","2","0","NA","0","","2","NA","0",""
"16006","2","0","NA","0","","0","NA","0",""
"16007","2","0","NA","0","","0","NA","0",""
"16008","2","0","NA","0","","0","NA","0",""
"16009","2","0","NA","0","","0","NA","0",""
"16010","2","0","NA","0","","0","NA","0",""
"16011","2","0","NA","0","","0","NA","0",""
"16012","2","0","NA","0","","0","NA","0",""
"16013","2","0","NA","0","","0","NA","0",""
"16014","2","0","NA","0","","0","NA","0",""
"16015","2","0","NA","0","","0","NA","0",""
"16016","2","0","NA","0","","0","NA","0",""
"16017","2","0","NA","0","","0","NA","0",""
"16018","2","0","NA","0","","0","NA","0",""
"16019","2","0","NA","0","","0","NA","0",""
"16020","2","0","NA","0","","0","NA","0",""
"16021","2","0","NA","0","","0","NA","0",""
"16022","2","0","NA","0","","0","NA","0",""
"16023","2","0","NA","0","","0","NA","0",""
"16024","2","0","NA","0","","0","NA","0",""
"16025","2","0","NA","0","","0","NA","0",""
"16026","2","0","NA","0","","0","NA","0",""
"16027","2","0","NA","0","","0","NA","0",""
"16028","2","0","NA","0","","0","NA","0",""
"16029","2","0","NA","0","","0","NA","0",""
"16030","2","0","NA","0","","0","NA","0",""
"16031","2","0","NA","0","","0","NA","0",""
"16032","2","0","NA","0","","0","NA","0",""
"16033","2","0","NA","0","","0","NA","0",""
"16034","2","0","NA","0","","0","NA","0",""
"16035","2","0","NA","0","","0","NA","0",""
"16036","2","0","NA","0","","0","NA","0",""
"16037","2","0","NA","0","","0","NA","0",""
"16038","2","0","NA","0","","0","NA","0",""
"16039","2","0","NA","0","","0","NA","0",""
"16040","2","0","NA","0","","0","NA","0",""
"16041","2","0","NA","0","","0","NA","0",""
"16042","2","0","NA","0","","0","NA","0",""
"16043","2","0","NA","0","","0","NA","0",""
"16044","2","0","NA","0","","0","NA","0",""
"16045","2","0","NA","0","","0","NA","0",""
"16046","2","0","NA","0","","0","NA","0",""
"16047","2","0","NA","0","","0","NA","0",""
"16048","2","0","NA","0","","0","NA","0",""
"16049","2","0","NA","0","","0","NA","0",""
"16050","2","0","NA","0","","0","NA","0",""
"16051","2","0","NA","0","","0","NA","0",""
"16052","1","1","12775000","1","","2","","0",""
"16053","2","0","NA","0","","0","NA","0",""
"16054","2","0","NA","0","","0","NA","0",""
"16055","2","0","NA","0","","0","NA","0",""
"16056","2","0","NA","0","","0","NA","0",""
"16057","2","0","NA","0","","0","NA","0",""
"16058","1","1","818082","1","","0","","0",""
"16059","2","0","NA","0","","0","NA","0",""
"16060","2","0","NA","0","","0","NA","0",""
"16061","2","0","NA","0","","0","NA","0",""
"16062","2","0","NA","0","","0","NA","0",""
"16063","2","0","NA","0","","0","NA","0",""
"16064","2","0","NA","0","","0","NA","0",""
"16065","2","0","NA","0","","0","NA","0",""
"16066","2","0","NA","0","","0","NA","0",""
"16067","2","0","NA","0","","0","NA","0",""
"16068","2","0","NA","0","","0","NA","0",""
"16069","2","0","NA","0","","0","NA","0",""
"16070","2","0","NA","0","","0","NA","0",""
"16071","2","0","NA","0","","0","NA","0",""
"16072","2","0","NA","0","","0","NA","0",""
"16073","2","0","NA","0","","0","NA","0",""
"16074","2","0","NA","0","","0","NA","0",""
"16075","2","0","NA","0","","0","NA","0",""
"16076","2","0","NA","0","","0","NA","0",""
"16077","2","0","NA","0","","0","NA","0",""
"16078","2","0","NA","0","","0","NA","0",""
"16079","2","0","NA","0","","0","NA","0",""
"16080","2","0","NA","0","","0","NA","0",""
"16081","2","0","NA","0","","0","NA","0",""
"16082","2","0","NA","0","","0","NA","0",""
"16083","2","0","NA","0","","0","NA","0",""
"16084","2","0","NA","0","","0","NA","0",""
"16085","2","0","NA","0","","2","NA","0",""
"16086","2","0","NA","0","","0","NA","0",""
"16087","2","0","NA","0","","0","NA","0",""
"16088","1","2","","0","","1","1274","6",""
"16089","2","0","NA","0","","0","NA","0",""
"16090","2","0","NA","0","","0","NA","0",""
"16091","2","0","NA","0","","0","NA","0",""
"16092","2","0","NA","0","","0","NA","0",""
"16093","2","0","NA","0","","0","NA","0",""
"16094","2","0","NA","0","","0","NA","0",""
"16095","2","0","NA","0","","0","NA","0",""
"16096","2","0","NA","0","","0","NA","0",""
"16097","2","0","NA","0","","0","NA","0",""
"16098","2","0","NA","0","","0","NA","0",""
"16099","2","0","NA","0","","0","NA","0",""
"16100","2","0","NA","0","","0","NA","0",""
"16101","2","0","NA","0","","0","NA","0",""
"16102","2","0","NA","0","","0","NA","0",""
"16103","2","0","NA","0","","0","NA","0",""
"16104","2","0","NA","0","","0","NA","0",""
"16105","2","0","NA","0","","0","NA","0",""
"16106","2","0","NA","0","","0","NA","0",""
"16107","2","0","NA","0","","0","NA","0",""
"16108","2","0","NA","0","","0","NA","0",""
"16109","2","0","NA","0","","0","NA","0",""
"16110","2","0","NA","0","","0","NA","0",""
"16111","2","0","NA","0","","0","NA","0",""
"16112","2","0","NA","0","","0","NA","0",""
"16113","2","0","NA","0","","0","NA","0",""
"17001","2","0","NA","0","","0","NA","0",""
"17002","2","0","NA","0","","0","NA","0",""
"17003","2","0","","0","","0","NA","0",""
"17004","2","0","NA","0","","0","NA","0",""
"17005","2","0","NA","0","","0","NA","0",""
"17006","2","0","NA","0","","0","NA","0",""
"17007","2","0","NA","0","","0","NA","0",""
"17008","2","0","NA","0","","0","NA","0",""
"17009","2","0","NA","0","","0","NA","0",""
"17010","2","0","NA","0","","0","NA","0",""
"17011","2","0","NA","0","","0","NA","0",""
"17012","2","0","NA","0","","0","NA","0",""
"17013","2","0","NA","0","","0","NA","0",""
"17014","2","0","NA","0","","0","NA","0",""
"17015","2","0","NA","0","","0","NA","0",""
"17016","2","0","NA","0","","0","NA","0",""
"17017","2","0","NA","0","","0","NA","0",""
"17018","2","0","NA","0","","0","NA","0",""
"17019","2","0","NA","0","","0","NA","0",""
"17020","2","0","NA","0","","0","NA","0",""
"17021","2","0","NA","0","","0","NA","0",""
"17022","2","0","NA","0","","0","NA","0",""
"17023","2","0","NA","0","","0","NA","0",""
"17024","2","0","NA","0","","0","NA","0",""
"17025","2","0","NA","0","","0","NA","0",""
"17026","2","0","NA","0","","0","NA","0",""
"17027","2","0","NA","0","","0","NA","0",""
"17028","2","0","NA","0","","0","NA","0",""
"17029","2","0","NA","0","","0","NA","0",""
"17030","2","0","NA","0","","0","NA","0",""
"17031","2","0","NA","0","","0","NA","0",""
"17032","2","0","NA","0","","0","NA","0",""
"17033","2","0","NA","0","","0","NA","0",""
"17034","2","0","NA","0","","0","NA","0",""
"17035","2","0","NA","0","","0","NA","0",""
"17036","2","0","NA","0","","0","NA","0",""
"18001","2","0","NA","0","","0","NA","0",""
"18002","2","0","NA","0","","0","NA","0",""
"18003","2","0","NA","0","","0","NA","0",""
"18004","2","0","NA","0","","0","NA","0",""
"18005","2","0","NA","0","","0","NA","0",""
"18006","2","0","NA","0","","0","NA","0",""
"18007","2","0","NA","0","","0","NA","0",""
"18008","2","0","NA","0","","0","NA","0",""
"18009","2","0","NA","0","","0","NA","0",""
"18010","2","0","NA","0","","0","NA","0",""
"18011","2","0","NA","0","","0","NA","0",""
"18012","2","0","NA","0","","0","NA","0",""
"18013","2","0","NA","0","","0","NA","0",""
"18014","2","0","NA","0","","0","NA","0",""
"18015","2","0","NA","0","","0","NA","0",""
"18016","2","0","NA","0","","0","NA","0",""
"18017","2","0","NA","0","","0","NA","0",""
"18018","2","0","NA","0","","0","NA","0",""
"18019","2","0","NA","0","","0","NA","0",""
"18020","2","0","NA","0","","0","NA","0",""
"19001","2","0","NA","0","","0","NA","0",""
"19002","2","0","NA","0","","0","NA","0",""
"19003","2","0","NA","0","","0","NA","0",""
"19004","2","0","NA","0","","0","NA","0",""
"19005","2","0","NA","0","","0","NA","0",""
"19006","2","0","NA","0","","0","NA","0",""
"19007","2","0","NA","0","","0","NA","0",""
"19008","2","0","NA","0","","0","NA","0",""
"19009","2","0","NA","0","","0","NA","0",""
"19010","2","0","NA","0","","0","NA","0",""
"19011","2","0","NA","0","","0","NA","0",""
"19012","2","0","NA","0","","0","NA","0",""
"19013","2","0","NA","0","","0","NA","0",""
"19014","2","0","NA","0","","0","NA","0",""
"19015","2","0","NA","0","","0","NA","0",""
"19016","2","0","NA","0","","0","NA","0",""
"19017","2","0","NA","0","","0","NA","0",""
"19018","2","0","NA","0","","0","NA","0",""
"19019","2","0","NA","0","","0","NA","0",""
"19020","2","0","NA","0","","0","NA","0",""
"19021","2","0","NA","0","","0","NA","0",""
"19022","2","0","NA","0","","0","NA","0",""
"19023","2","0","NA","0","","0","NA","0",""
"19024","2","0","NA","0","","0","NA","0",""
"19025","2","0","NA","0","","0","NA","0",""
"19026","2","0","NA","0","","0","NA","0",""
"19027","2","0","NA","0","","0","NA","0",""
"19028","2","0","NA","0","","0","NA","0",""
"19029","2","0","NA","0","","0","NA","0",""
"19030","2","0","NA","0","","0","NA","0",""
"19031","2","0","NA","0","","0","NA","0",""
"19032","2","0","NA","0","","0","NA","0",""
"19033","2","0","NA","0","","0","NA","0",""
"19034","2","0","NA","0","","0","NA","0",""
"19035","2","0","NA","0","","0","NA","0",""
"19036","2","0","NA","0","","0","NA","0",""
"19037","2","0","NA","0","","0","NA","0",""
"19038","2","0","NA","0","","0","NA","0",""
"19039","2","0","NA","0","","0","NA","0",""
"19040","2","0","NA","0","","0","NA","0",""
"19041","2","0","NA","0","","0","NA","0",""
"19042","2","0","NA","0","","0","NA","0",""
"19043","2","0","NA","0","","0","NA","0",""
"19044","2","0","NA","0","","0","NA","0",""
"19045","2","0","NA","0","","0","NA","0",""
"19046","2","0","NA","0","","0","NA","0",""
"19047","2","0","NA","0","","0","NA","0",""
"19048","2","0","NA","0","","0","NA","0",""
"19049","2","0","NA","0","","0","NA","0",""
"19050","2","0","NA","0","","0","NA","0",""
"19051","2","0","NA","0","","0","NA","0",""
"20001","2","0","NA","0","","0","NA","0",""
"20002","2","0","NA","0","","0","NA","0",""
"20003","2","0","NA","0","","0","NA","0",""
"20004","2","0","NA","0","","0","NA","0",""
"20005","2","0","NA","0","","0","NA","0",""
"20006","2","0","NA","0","","0","NA","0",""
"20007","2","0","NA","0","","0","NA","0",""
"20008","2","0","NA","0","","0","NA","0",""
"20009","2","0","NA","0","","0","NA","0",""
"20010","2","0","NA","0","","0","NA","0",""
"20011","2","0","NA","0","","0","NA","0",""
"20012","2","0","NA","0","","0","NA","0",""
"20013","2","0","NA","0","","0","NA","0",""
"20014","2","0","NA","0","","0","NA","0",""
"20015","2","0","NA","0","","0","NA","0",""
"20016","2","0","NA","0","","0","NA","0",""
"20017","2","0","NA","0","","0","NA","0",""
"20018","2","0","NA","0","","0","NA","0",""
"20019","2","0","NA","0","","0","NA","0",""
"20020","2","0","NA","0","","0","NA","0",""
"20021","2","0","NA","0","","0","NA","0",""
"20022","2","0","NA","0","","0","NA","0",""
"20023","2","0","NA","0","","0","NA","0",""
"20024","2","0","NA","0","","0","NA","0",""
"20025","2","0","NA","0","","0","NA","0",""
"20026","2","0","NA","0","","0","NA","0",""
"20027","2","0","NA","0","","0","NA","0",""
"20028","2","0","NA","0","","0","NA","0",""
"20029","2","0","NA","0","","0","NA","0",""
"20030","2","0","NA","0","","0","NA","0",""
"20031","2","0","NA","0","","0","NA","0",""
"20032","2","0","NA","0","","0","NA","0",""
"20033","2","0","NA","0","","0","NA","0",""
"20034","2","0","NA","0","","0","NA","0",""
"20035","2","0","NA","0","","0","NA","0",""
"20036","2","0","NA","0","","0","NA","0",""
"20037","2","0","NA","0","","0","NA","0",""
"20038","2","0","NA","0","","0","NA","0",""
"20039","2","0","NA","0","","0","NA","0",""
"20040","2","0","NA","0","","0","NA","0",""
"20041","2","0","NA","0","","0","NA","0",""
"20042","2","0","NA","0","","0","NA","0",""
"20043","2","0","NA","0","","0","NA","0",""
"20044","2","0","NA","0","","0","NA","0",""
"20045","2","0","NA","0","","0","NA","0",""
"20046","2","0","NA","0","","0","NA","0",""
"20047","2","0","NA","0","","0","NA","0",""
"20048","2","0","NA","0","","0","NA","0",""
"20049","2","0","NA","0","","0","NA","0",""
"20050","2","0","NA","0","","0","NA","0",""
"20051","2","0","NA","0","","0","NA","0",""
"20052","2","0","NA","0","","0","NA","0",""
"20053","2","0","NA","0","","0","NA","0",""
"20054","2","0","NA","0","","0","NA","0",""
"20055","2","0","NA","0","","0","NA","0",""
"20056","2","0","NA","0","","0","NA","0",""
"20057","2","0","NA","0","","0","NA","0",""
"20058","2","0","NA","0","","0","NA","0",""
"20059","2","0","NA","0","","0","NA","0",""
"20060","2","0","NA","0","","0","NA","0",""
"20061","2","0","NA","0","","0","NA","0",""
"20062","2","0","NA","0","","0","NA","0",""
"20063","2","0","NA","0","","0","NA","0",""
"20064","2","0","NA","0","","0","NA","0",""
"20065","2","0","NA","0","","0","NA","0",""
"20066","2","0","NA","0","","0","NA","0",""
"20067","2","0","NA","0","","0","NA","0",""
"20068","2","0","NA","0","","0","NA","0",""
"20069","2","0","NA","0","","0","NA","0",""
"20070","2","0","NA","0","","0","NA","0",""
"20071","2","0","NA","0","","0","NA","0",""
"20072","2","0","NA","0","","0","NA","0",""
"20073","2","0","NA","0","","0","NA","0",""
"20074","2","0","NA","0","","0","NA","0",""
"20075","2","0","NA","0","","0","NA","0",""
"20076","2","0","NA","0","","0","NA","0",""
"20077","2","0","NA","0","","0","NA","0",""
"20078","2","0","NA","0","","0","NA","0",""
"20079","2","0","NA","0","","0","NA","0",""
"20080","2","0","NA","0","","0","NA","0",""
"20081","2","0","NA","0","","0","NA","0",""
"20082","2","0","NA","0","","0","NA","0",""
"20083","2","0","NA","0","","0","NA","0",""
"20084","2","0","NA","0","","0","NA","0",""
"20085","2","0","NA","0","","0","NA","0",""
"20086","2","0","NA","0","","0","NA","0",""
"20087","2","0","NA","0","","0","NA","0",""
"20088","2","0","NA","0","","0","NA","0",""
"20089","2","0","NA","0","","0","NA","0",""
"20090","2","0","NA","0","","0","NA","0",""
"20091","2","0","NA","0","","0","NA","0",""
"20092","2","0","NA","0","","0","NA","0",""
"20093","2","0","NA","0","","0","NA","0",""
"20094","2","0","NA","0","","0","NA","0",""
"20095","0","0","NA","0","","0","NA","0",""
"20096","2","0","NA","0","","0","NA","0",""
"20097","2","0","NA","0","","0","NA","0",""
"20098","2","0","NA","0","","0","NA","0",""
"20099","2","0","NA","0","","0","NA","0",""
"20100","2","0","NA","0","","0","NA","0",""
"20101","2","0","NA","0","","0","NA","0",""
"20102","2","0","NA","0","","0","NA","0",""
"20103","2","0","NA","0","","0","NA","0",""
"20104","2","0","NA","0","","0","NA","0",""
"20105","2","0","NA","0","","0","NA","0",""
"20106","2","0","NA","0","","0","NA","0",""
"20107","2","0","NA","0","","0","NA","0",""
"20108","2","0","NA","0","","0","NA","0",""
"20109","2","0","NA","0","","0","NA","0",""
"20110","2","0","NA","0","","0","NA","0",""
"20111","2","0","NA","0","","0","NA","0",""
"20112","2","0","NA","0","","0","NA","0",""
"20113","2","0","NA","0","","0","NA","0",""
"20114","2","0","NA","0","","0","NA","0",""
"20115","2","0","NA","0","","0","NA","0",""
"20116","2","0","NA","0","","0","NA","0",""
"20117","2","0","NA","0","","0","NA","0",""
"20118","2","0","NA","0","","0","NA","0",""
"20119","2","0","NA","0","","0","NA","0",""
"20120","2","0","NA","0","","0","NA","0",""
"20121","2","0","NA","0","","0","NA","0",""
"20122","2","0","NA","0","","0","NA","0",""
"20123","2","0","NA","0","","0","NA","0",""
"20124","2","0","NA","0","","0","NA","0",""
"20125","2","0","NA","0","","0","NA","0",""
"20126","2","0","NA","0","","0","NA","0",""
"20127","2","0","NA","0","","0","NA","0",""
"20128","2","0","NA","0","","0","NA","0",""
"20129","2","0","NA","0","","0","NA","0",""
"20130","2","0","NA","0","","0","NA","0",""
"20131","2","0","NA","0","","0","NA","0",""
"20132","2","0","NA","0","","0","NA","0",""
"20133","2","0","NA","0","","0","NA","0",""
"20134","2","0","NA","0","","0","NA","0",""
"20135","2","0","NA","0","","0","NA","0",""
"20136","2","0","NA","0","","0","NA","0",""
"20137","2","0","NA","0","","0","NA","0",""
"20138","2","0","NA","0","","0","NA","0",""
"20139","2","0","NA","0","","0","NA","0",""
"20140","2","0","NA","0","","0","NA","0",""
"20141","2","0","NA","0","","0","NA","0",""
"20142","2","0","NA","0","","0","NA","0",""
"20143","2","0","NA","0","","0","NA","0",""
"20144","2","0","NA","0","","0","NA","0",""
"20145","2","0","NA","0","","0","NA","0",""
"20146","2","0","NA","0","","0","NA","0",""
"20147","2","0","NA","0","","0","NA","0",""
"20148","2","0","NA","0","","0","NA","0",""
"20149","2","0","NA","0","","0","NA","0",""
"20150","2","0","NA","0","","0","NA","0",""
"20151","2","0","NA","0","","0","NA","0",""
"20152","2","0","NA","0","","0","NA","0",""
"20153","2","0","NA","0","","0","NA","0",""
"20154","2","0","NA","0","","0","NA","0",""
"20155","2","0","NA","0","","0","NA","0",""
"20156","2","0","NA","0","","0","NA","0",""
"20157","2","0","NA","0","","0","NA","0",""
"20158","2","0","NA","0","","0","NA","0",""
"20159","2","0","NA","0","","0","NA","0",""
"20160","2","0","NA","0","","0","NA","0",""
"20161","2","0","NA","0","","0","NA","0",""
"20162","2","0","NA","0","","0","NA","0",""
"20163","2","0","NA","0","","0","NA","0",""
"20164","2","0","NA","0","","0","NA","0",""
"20165","2","0","NA","0","","0","NA","0",""
"20166","2","0","NA","0","","0","NA","0",""
"20167","2","0","NA","0","","0","NA","0",""
"20168","2","0","NA","0","","0","NA","0",""
"20169","2","0","NA","0","","0","NA","0",""
"20170","0","0","NA","0","","0","NA","0",""
"20171","2","0","NA","0","","0","NA","0",""
"20172","2","0","NA","0","","0","NA","0",""
"20173","2","0","NA","0","","0","NA","0",""
"20174","2","0","NA","0","","0","NA","0",""
"20175","2","0","NA","0","","0","NA","0",""
"20176","2","0","NA","0","","0","NA","0",""
"20177","2","0","NA","0","","0","NA","0",""
"20178","2","0","NA","0","","0","NA","0",""
"20179","2","0","NA","0","","0","NA","0",""
"20180","2","0","NA","0","","0","NA","0",""
"20181","2","0","NA","0","","0","NA","0",""
